Company Name,ASX code,Date Delisted*,Reason
BULLETPROOF GROUP LIMITED,BPF,6/06/2018,we understand Klikon Group Holdings Pty Ltd acquired all of the issued shares in the Company for the consideration of A$0.152 a share
ENICE HOLDING COMPANY LIMITED,ENC,8/06/2018,we understand that the Hong Kong High Court approved a scheme of arrangement to privatise the Company and shareholders received as consideration A$0.44 per share
WESTFIELD CORPORATION,WFD,8/06/2018,"we understand under the scheme of arrangement, the cash consideration was $2.67 per Westfield stapled security and the scrip consideration was 0.01844 Unibail Rodamco SE stapled shares per Westfield stapled security - the demerger scheme consideration was 1 OneMarket share for every 20 Westfield Corporation shares"
INTEGRATED MEDIA TECHNOLOGY LIMITED,ITL,15/06/2018,we understand the directors considered the administrative and compliance costs associated with the ASX listing were no longer justified in the light of current trading volumes and decided to maintain a listing solely on Nasdaq
RHS LIMITED,RHS,15/06/2018,we understand PerkinElmer Holdings Pty Ltd (being a wholly owned subsidiary of PerkinElmer Inc) was successful with an offer of $0.28 cash per RHS share
PROSPA GROUP LIMITED,PGL,18/06/2018,we understand the company did not trade on the exchange and withdrew its listing application following queries by ASIC in relation to the company's small business loan terms - there has been no news release by the company or announcement via ASX since 8 June (given the circumstances surely the market deserves an update by the company)
VIRALYTICS LIMITED,VLA,21/06/2018,we understand Merck Sharp & Dohme was successful with a cash offer of $1.75 per VLA share
AVANCO RESOURCES LIMITED,AVB,11/07/2018,we understand OZ Minerals Brazil (Holdings) Pty Ltd was successful with an offer of $0.085 cash and 0.009 OZ Minerals Limited shares per AVB share
GODFREYS GROUP LIMITED,GFY,11/07/2018,we understand Arcade Finance Pty Ltd was successful with an offer of $0.335 cash per GFY share
AUSTRALIAN GOVERNANCE MASTERS INDEX FUND LIMITED,AQF,16/07/2018,"we understand the company restructured from a listed investment company to a listed investment trust with shareholders receiving one unit in AUSTRALIAN GOVERNANCE & ETHICAL INDEX FUND (AGM) for each share they held in AQF - reasons were broader investor appeal, improved capital management, broader investment strategy, more robust long-term structure"
CHINA DAIRY CORPORATION LIMITED,CDC,23/07/2018,we understand the company failed and ASX removed the company from listing as its securities have not been quoted for three years
OROTONGROUP LIMITED,ORL,10/08/2018,we understand that under the Deed of Company Arrangement all shares on issue in Orotongroup Limited were transferred to Manderrah Pty Limited for nil consideration
IRON MOUNTAIN INCORPORATED,INM,17/08/2018,we understand the company delisted from ASX because of light trading on ASX and to save costs - it continues to be quoted on NYSE
ASIA PACIFIC DIGITAL LIMITED,DIG,22/08/2018,we understand Trimantium GrowthOps Limited was successful with an offer of 1 Trimantium GrowthOps share for every 8.9 Asia Pacific Digital shares
INDO MINES LIMITED,IDO,24/08/2018,we understand delisting followed an all cash off-market takeover offer by PT Surya Langgeng Utama of $0.02 per share which resulted in PT Surya Langgeng Utama holding at least 76.49% voting power and gaining acceptance from ASX that delisting could proceed
ZAMIA METALS LIMITED,ZGM,28/08/2018,we understand the company failed and was delisted because it did not pay its annual ASX listing fee
WAVENET INTERNATIONAL LIMITED,WAL,28/08/2018,we understand the company failed and was delisted because it did not pay its annual ASX listing fee
KBL MINING LIMITED,KBL,28/08/2018,we understand the company failed and was delisted because it did not pay its annual ASX listing fee
EAST WEST ENERGY LIMITED,EWE,28/08/2018,we understand the company failed and was delisted because it did not pay its annual ASX listing fee
DIPLOMA GROUP LIMITED,DGX,28/08/2018,we understand the company failed and was delisted because it did not pay its annual ASX listing fee
CONDOR BLANCO MINES LIMITED,CDB,28/08/2018,we understand the company failed and was delisted because it did not pay its annual ASX listing fee
BIG UN LIMITED,BIG,28/08/2018,we understand the company failed and was delisted because it did not pay its annual ASX listing fee
SCIGEN LIMITED,SIE,28/08/2018,we understand SAC Capital Private Limited was successful with an offer of US$0.0507 cash per Scigen share
MINERAL DEPOSITS LIMITED,MDL,28/08/2018,we understand ERAMET SA's takeover bid at $1.75 cash per share was successful
WINHA COMMERCE AND TRADE INTL LIMITED,WQW,4/09/2018,we understand ASX agreed to a voluntary delisting of the company following its conclusions that WQW secured its admission to the official list using artificial means and WQW failed to make any announcements under Listing Rule 3.1 in relation to the Flavours business (administrators appointed 23 July 2018) - the company is to list on SSX
SRG LIMITED.,SRG,12/09/2018,"we understand Global Construction Services Limited (GCS) acquired all of the issued shares in the Company, SRG shareholders receiving 2.479 new GCS for each share they held"
1-PAGE LIMITED,1PG,13/09/2018,"we understand the company delisted because it intends listing in another jurisdiction, it has limited operations in Australia, it has no immediate need for capital, there will be no change in existing circumstances facing shareholders and the dual costs of listing and compliance (the company provided a share sale facility where the offer price was set at $0.165 per Share and the amount of the facility was AU$5,000,000 to give shareholders the opportunity to realise their investment)"
SINO GAS & ENERGY HOLDINGS LIMITED,SEH,19/09/2018,"we understand that Summertime Investments, Ltd was successful with an offer of A$0.25 for each Sino Gas share"
SIRTEX MEDICAL LIMITED,SRX,24/09/2018,"we understand Grand Pharma Sphere (Australia Bidco) Pty Ltd, an entity owned by CDH Genetech Limited and China Grand Pharmaceutical and Healthcare Holdings Limited acquired all of the shares in SRX for the cash consideration of A$33.60 per share"
MANDALONG RESOURCES LIMITED,MDD,27/09/2018,"we understand the company failed and ASX removed the company from listing because of ongoing breaches of the listing rules, an inadequate level of operations, inadequate financial conditions and failure to carry out activities in line with its prospectus"
BROAD INVESTMENTS LIMITED,BRO,1/10/2018,we understand the company failed and ASX removed the company from listing as its securities have not been quoted for three years
ORH LIMITED,ORH,1/10/2018,we understand the company failed and ASX removed the company from listing as its securities have not been quoted for three years
AUSTRALASIAN RESOURCES LIMITED,ARH,2/10/2018,we understand the company failed and ASX removed the company from listing as its securities have not been quoted for three years
EXCELSIOR GOLD LIMITED,EXG,5/10/2018,we understand EXG and Spitfire Materials Limited merged with Spitfire acquiring all of the issued shares in EXG with eligible EXG shareholders receiving 2.208 Spitfire shares for every one share held by them
OPUS GROUP LIMITED,OPG,9/10/2018,we understand Left Field Printing Group Limited (TopCo) was successful with an offer of three TopCo shares for every one share in OPG - shares of Left Field Printing Group Limited (TopCo) began trading on the Hong Kong Stock Exchange on 8 October 2018
UPDATER INC,UPD,10/10/2018,"we understand ""financial interests"" and ""strategic parties"" had expressed interest in a acquiring stock in the company as a private company not listed on ASX - the company offered to buy-back shares at the higher of A$1.25 per CDI or the 20-day volume weighted average price of the CDIs on the date of delisting - shares are no longer tradeable except via private off-market transactions"
ASK FUNDING LIMITED,AKF,11/10/2018,we understand the company's shares were largely illiquid following the off-market takeover by OFM Mercantile and the listing became an unnecessary cost burden - the company implemented a share buy-back on 10 August 2018
AUSTRALIAN CAREERS NETWORK LIMITED,ACO,16/10/2018,we understand the company failed and ASX removed the company from listing as its securities have not been quoted for three years
DRAGON MINING LIMITED,DRA,19/10/2018,"we understand that the company delisted because about 70% of its shareholders are resident outside of Australia, all of the company's operations are outside Australia, there has been little Australian investor interest in the company's foreign assets making the raising of capital locally difficult to achieve - the company expects listing on the Hong Kong exchange to commence on 5 November 2018"
IPE LIMITED,IPE,19/10/2018,we understand Mercantile OFM Pty Limited was successful with an offer of $0.0775 cash per IPE share
SUMMIT RESOURCES LIMITED,SMM,23/10/2018,we understand Paladin Energy Ltd compulsorily acquired the shares in SMM it did not already own for the consideration of one Paladin Energy share for every one Summit Resources share
TEGEL GROUP HOLDINGS LIMITED,TGH,23/10/2018,we understand Bounty New Zealand Holdings Limited compulsorily acquired the shares in TGH it did not already own for the consideration of $1.23 cash per share
APN OUTDOOR GROUP LIMITED,APO,1/11/2018,we understand JCDecaux ANZ Pty Ltd was successful with an offer of $6.40 cash per APO share - a special dividend of 30 cents cash per share was also paid on 29 October 2018
FIRSTMAC MORTGAGE FUNDING TRUST SERIES 1-2007,FMA,2/11/2018,"we understand the class A floating rate notes due 21 February 2038 (ASX Code: FMAHA) were redeeemed on Friday, 21 July 2017 and any interest entitlement paid on 20 August 2017 at which point the trust was closed"
FOLKESTONE LIMITED,FLK,8/11/2018,we understand Charter Hall Limited was successful with an offer of $1.39 cash per FLK share
