Company Name,ASX code,Date Delisted*,Reason
CT RETAIL INVESTMENT TRUST,CTT,9/07/2001,at entity's request following redemption of units in the Trust on 2 July 2001
VIVANET LIMITED,VNT,16/07/2001,at entity's request following scheme of arrangement with Datafast Telecommunications Limited
ALPHA HEALTHCARE LIMITED,ALA,19/07/2001,at entity's request following compulsory acquisition by Ramsay Centauri Pty Ltd
NATIONAL TEXTILES LIMITED,NTL,20/07/2001,at the discretion of ASX
AUSTRALIAN LIQUOR GROUP LIMITED,ALQ,24/07/2001,compulsory acquisition by Liquorland (Australia) Pty Ltd
LIGHTNING JACK FILM TRUST,LJF,25/07/2001,winding up of Trust
NEW HAMPTON GOLDFIELDS LIMITED,NHG,1/08/2001,compulsory acquisition by Harmony Gold (Australia) Pty Ltd
NATURAL GAS AUSTRALIA LIMITED,NGA,8/08/2001,implementation of three schemes of arrangement to effect merger with Santos Limited
DELFIN LIMITED,DEL,15/08/2001,compulsory acquisition by Lend Lease Corporation Limited
TELECASTERS AUSTRALIA LIMITED,TCA,15/08/2001,compulsory acquisition by Southern Cross Communications Limited
ELECTROTECH INVESTMENTS LIMITED,ELE,17/08/2001,at the entity's request
AUSTRALIAN GOLD FIELDS NL,AFN,30/08/2001,non-payment of annual listing fee
AUSTRALIAN KAOLIN LIMITED,AKL,30/08/2001,non-payment of annual listing fee
COEUR D'ALENE MINES CORPORATION,CDE,30/08/2001,non-payment of annual listing fee
ECTEC LIMITED,ECT,30/08/2001,non-payment of annual listing fee
EISA LIMITED,EIS,30/08/2001,non-payment of annual listing fee
FORMIDA HOLDINGS LIMITED,FHL,30/08/2001,non-payment of annual listing fee
GOLDEN WEST REFINING CORPORATION LIMITED,GWF,30/08/2001,non-payment of annual listing fee
INTERNATIONAL CONTRACT MANUFACTURING LIMITED,INC,30/08/2001,non-payment of annual listing fee
INTERNOVA MCI LIMITED,INA,30/08/2001,non-payment of annual listing fee
ONE.TEL LIMITED,ONE,30/08/2001,non-payment of annual listing fee
PACIFIC CAPITAL LIMITED,PFC,30/08/2001,non-payment of annual listing fee
SATELLITE GROUP (THE),SAT,30/08/2001,non-payment of annual listing fee
AUSTRALIAN COMMERCIAL PROPERTY TRUST,ACY,4/09/2001,at the request of the Trust
KUSP LIMITED,KSP,20/09/2001,compulsory acquisition by Seneras Corporation Limited
BURNS PHILP FOOD NORTH AMERICA INC,BPF,2/10/2001,at the request of the Trust
HUDSON PACIFIC GROUP LIMITED,HPG,10/10/2001,compulsory acquisition by Hudson Investment Group Limited
MONTANA GROUP (NZ) LIMITED,MTA,12/10/2001,compulsory acquisition by Millstream Equities Limited
WOOLSTOCK AUSTRALIA LIMITED,WSK,15/10/2001,at the request of the entity
HOWARD SMITH LIMITED,SMI,17/10/2001,compulsory acquisition by Wesfarmers Limited
JAMES HARDIE INDUSTRIES LIMITED,HAH,22/10/2001,at entity's request following completion of scheme of arrangement with James Hardie Industries N.V.
CABLE & WIRELESS OPTUS LIMITED,CWO,24/10/2001,compulsory acquisition by Singapore Telecommunications Limited
PACMIN MINING CORPORATION LIMITED,PML,26/10/2001,compulsory acquisition by Sons of Gwalia Limited
TDG LOGISTICS LIMITED,TDG,1/11/2001,compulsory acquisition by Lang Corporation Limited
DC INTERNATIONAL LIMITED,DCI,8/11/2001,compulsory acquisition by Radisson Hotels International Inc.
PETROZ NL,PTZ,16/11/2001,at the entity's request
PETALUMA LIMITED,PLM,29/11/2001,compulsory acquisition by Lion Nathan Enterprises Limited
F H FAULDING & CO LIMITED,FHF,29/11/2001,compulsory acquisition by Mayne Nickless Limited
AUSTRALIAN HEALTHCARE INVESTMENT FUND,AHF,14/12/2001,at the entity's request
TOURISM ASSET HOLDINGS LIMITED,TLA,14/12/2001,compulsory acquisition by Bainton Pty Ltd
WEALTHPOINT LIMITED,WEL,14/12/2001,scheme of arrangement with St George Bank Limited
BAYCORP HOLDINGS LIMITED,BAY,17/12/2001,"at the entity's request, pursuant to the merger with Data Advantage Limited"
ITEMUS INC.,ITM,20/12/2001,non payment of annual listing fees
HOMEMAKER RETAIL GROUP (including Homemaker Retail Property Trust and Homemaker Retail Management Limited),HRP,24/12/2001,completion of merger between the Group and GPT Management Limited
PERPETUAL TRUSTEES TASMANIA LIMITED,PTT,27/12/2001,scheme of arrangement with Tasmanian Perpetual Trustees Limited
PROPERTY TRUST OF AUSTRALASIA,PYT,28/12/2001,at the request of the Trust
